uid,accession,title,summary,organism,entry_type,gds_type,platform_ids,publication_date,n_samples,pubmed_ids,bioproject,ftp_link,matched_queries,priority_screen,priority_reason,final_decision,final_exclusion_reason
200158626,GSE158626,Targeting Set7 in an experimental model of diabetic nephropathy,"Set7 knockout (Set7KO) improved glomerular structure and albuminuria in a mouse model of diabetes. Analysis of mouse single-cell RNA-sequencing data showed dynamic transcriptional changes in diabetic renal cells. Set7KO controls phenotype switching of GEN cell populations through transcriptional regulation of the insulin growth factor binding protein 5 (IGFBP5). Chromatin immunoprecipitation assays confirmed that the expression of the IGFBP5 gene was associated with mono- and dimethylation of histone H3 lysine 4 (H3K4me1/2). This generalizability was investigated in human renal and circulating hyperglycemic cells exposed to TGFb1. We showed that the highly selective Set7 inhibitor PFI-2 attenuated indices associated with renal cell damage and mesenchymal transition, specifically (1) reactive oxygen species production, (2) IGFBP5 gene regulation, and (3) expression of mesenchymal markers. Furthermore, renal benefit observed in Set7KO diabetic mice closely corresponds in human glomerular endothelial cells with PFI-2 inhibition or Set7 shRNA silencing.",Mus musculus; Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676;21103,2024/04/17,28,38630537,PRJNA666001,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158626/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200159554,GSE159554,Human Tubular Epithelial Cells Activate a Coordinated Stress Response after Serum Exposure [RNAseq-pid1830],"Proteinuria, the spillage of serum proteins into the urine, is a feature of glomerulonephritides, podocyte disorders and diabetic nephropathy. However, the response of tubular epithelial cells to serum protein exposure has not been systematically characterized. Using transcriptomic profiling we studied serum-induced changes in primary human tubular epithelial cells cultured in 3D microphysiological devices. Serum proteins induced cellular proliferation, secretion of cytokines and activated a coordinated stress response. We orthogonally confirmed our findings by comparing the transcriptomic and epigenomic landscapes of. Importantly, key transcriptomic programs in response to serum exposure remained consistent when comparing intact renal cortex to primary human tubules cultured in 10% fetal bovine serum and to an established mouse model of kidney injury. This serum-induced transcriptional response was dominated by AP-1 and NFkB signatures in the tubular epigenomic landscape with features of active regulation at canonical kidney injury genes (HAVCR1) and genes associated with COVID-19 (ACE2, IL6). Our data provide a reference map for dissecting the regulatory and transcriptional response of tubular epithelial cells to serum-induced injury.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573,2022/02/08,11,35197326,PRJNA669691,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159554/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200159586,GSE159586,Human Tubular Epithelial Cells Activate a Coordinated Stress Response after Serum Exposure [RNAseq-pid2019],"Proteinuria, the spillage of serum proteins into the urine, is a feature of glomerulonephritides, podocyte disorders and diabetic nephropathy. However, the response of tubular epithelial cells to serum protein exposure has not been systematically characterized. Using transcriptomic profiling we studied serum-induced changes in primary human tubular epithelial cells cultured in 3D microphysiological devices. Serum proteins induced cellular proliferation, secretion of cytokines and activated a coordinated stress response. We orthogonally confirmed our findings by comparing the transcriptomic and epigenomic landscapes of. Importantly, key transcriptomic programs in response to serum exposure remained consistent when comparing intact renal cortex to primary human tubules cultured in 10% fetal bovine serum and to an established mouse model of kidney injury. This serum-induced transcriptional response was dominated by AP-1 and NFkB signatures in the tubular epigenomic landscape with features of active regulation at canonical kidney injury genes (HAVCR1) and genes associated with COVID-19 (ACE2, IL6). Our data provide a reference map for dissecting the regulatory and transcriptional response of tubular epithelial cells to serum-induced injury.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2022/02/08,47,35197326,PRJNA669838,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159586/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200160306,GSE160306,In-depth transcriptomic analyses investigating molecular mechanisms underlying diabetic retinopathy (totalRNA),"Diabetic Retinopathy (DR) is among the major global causes for vision loss. With the rise in diabetes prevalence, an increase in DR incidence is expected. Current understanding of both the molecular etiology and pathways involved in the initiation and progression of DR is limited. Here we analyzed mRNA and miRNA expression profiles of 80 human post-mortem retinal samples from 80 patients diagnosed with various stages of DR. We found differentially expressed transcripts to be predominantly associated with late stage DR and pathways such as hippo and gap junction signaling. A multivariate regression model identified transcripts with progressive changes throughout disease stages, which in turn displayed significant overlap with sphingolipid and cGMP−PKG signaling. Combined analysis of miRNA and mRNA expression further uncovered disease-relevant miRNA/mRNA associations as potential mechanisms of post-transcriptional regulation. Finally, integrating human retinal single cell RNA-Sequencing data revealed a continuous loss of retinal ganglion cells, and Müller cell mediated changes in histidine and β-alanine signaling. Our findings offer an unprecedented insight into the development of DR and provide potential avenues for future therapeutic intervention.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2021/04/19,79,34006945,PRJNA672928,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160306/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200160308,GSE160308,In-depth transcriptomic analyses investigating molecular mechanisms underlying diabetic retinopathy (smallRNA),"Diabetic Retinopathy (DR) is among the major global causes for vision loss. With the rise in diabetes prevalence, an increase in DR incidence is expected. Current understanding of both the molecular etiology and pathways involved in the initiation and progression of DR is limited. Here we analyzed mRNA and miRNA expression profiles of 80 human post-mortem retinal samples from 80 patients diagnosed with various stages of DR. We found differentially expressed transcripts to be predominantly associated with late stage DR and pathways such as hippo and gap junction signaling. A multivariate regression model identified transcripts with progressive changes throughout disease stages, which in turn displayed significant overlap with sphingolipid and cGMP−PKG signaling. Combined analysis of miRNA and mRNA expression further uncovered disease-relevant miRNA/mRNA associations as potential mechanisms of post-transcriptional regulation. Finally, integrating human retinal single cell RNA-Sequencing data revealed a continuous loss of retinal ganglion cells, and Müller cell mediated changes in histidine and β-alanine signaling. Our findings offer an unprecedented insight into the development of DR and provide potential avenues for future therapeutic intervention.",Homo sapiens,GSE,Non-coding RNA profiling by high throughput sequencing,20301,2021/04/19,79,34006945,PRJNA672929,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160308/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200160310,GSE160310,In-depth transcriptomic analyses investigating molecular mechanisms underlying diabetic retinopathy,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE,Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,20301,2021/04/19,158,34006945,PRJNA672925,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160310/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200162166,GSE162166,"Integratome analysis of adipose tissues reveals abnormal epigenetic regulation of adipogenesis, inflammation, and insulin signaling in obese individuals with type 2 diabetes","Type 2 diabetes (T2D) is associated with cardiovascular-renal complications and premature death. Although most patients with T2D are obese, not all obese individuals develop T2D. Thus, an understanding of the mechanistic relationships between obesity and T2D is crucial. In this study, using subcutaneous (SAT) and visceral adipose tissues (VAT) from obese individuals with or without T2D collected during metabolic surgery, integration of the transcriptomes and methylomes of VAT and SAT with publicly available tissue-specific regulatory networks, we discovered the close relation between T2D and inflammatory response in both SAT and VAT in obese individuals, although less differences were observed respectively in transcriptome or methylome. Specifically, a HOX gene family-enriched functional epigenetic sub-network in T2D-SAT, as well as a novel such sub-network was discovered, which involved multiple genes implicated in activation of obesity-induced inflammatory response. Our integrated approach of using biosamples, multi-omic data and public databases to understand complex diseases for discovery of novel biology, including biomarkers and drug targets, can be applied to diseases other than T2D and obesity.",Homo sapiens,GSE,Methylation profiling by array,23976,2021/12/20,40,34923751,PRJNA680780,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162166/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200162830,GSE162830,"Clinical, histopathologic and molecular features of idiopathic and diabetic nodular mesangial sclerosis in humans","Idiopathic nodular mesangial sclerosis, also called idiopathic nodular glomerulosclerosis (ING) is a rare clinical entity with unclear pathogenesis. The hallmark of this disease is the presence of nodular mesangial sclerosis on histology without clinical evidence of diabetes mellitus or other predisposing diagnoses. To achieve insights into its pathogenesis, we queried the clinical, histopathologic and transcriptomic features of ING and nodular diabetic nephropathy (DN)",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2020/12/09,32,33537765,PRJNA683217,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162830/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200163603,GSE163603,Transcriptomic Signatures of Kidney Injury in Human Renal Biopsy Specimens,"The gene expression signature of the human kidney interstitium is not fully understood. Transcript expression of laser microdissected cortical interstitium (excluding tubules, glomeruli and large vessels) in 9 human reference nephrectomies was compared to 6 human diabetic kidney biopsy specimens. This transcriptomic data revealed novel interstitial markers and enrichment of relevant pathways. Analysis of diabetic interstitium uncovered genes with unchanged as well as down-regulated expression when compared to reference samples. Laser microdissection (LMD) methodology enables collection of transcriptomic data associated with renal interstitium to aid in interpretation of pathophysiology and precision medicine studies.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,16791,2020/12/22,66,33568476;35675394,PRJNA686939,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163603/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200166239,GSE166239,Partial epithelial-to-mesenchymal transition (EMT) and T cell-mediated inflammation in hypertensive and diabetic nephropathy,"We comparatively evaluated transcriptomes from renal biopsies obtained from patients with T2DN or HN, main causes of CKD, and control renal tissues (n=6 per group). RNA was extracted from formalin-fixed and paraffin-embedded kidney samples and processed for RNA sequencing. Principal component analysis effectively separated diseased and control tissues. Gene and protein expression profiles revealed that EMT-related markers were upregulated in both diseases. Moreover, activation of CD4 and CD lymphocytes, as well as upregulation of the complement system were also observed in both T2DN and HN. These data, suggesting partially common pathogenetic mechanisms, were largely confirmed by IHC analysis.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573,2023/12/01,18,37813528,PRJNA699758,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166239/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200167914,GSE167914,Impaired peripheral mononuclear cell metabolism in patients at risk of developing sepsis,Mitochondrial respiration and gene expression related to mitochondrial function were measured from the peripheral blood of infection and sepsis patients as well as healthy controls,Homo sapiens,GSE,Other,29783,2021/03/01,39,,PRJNA705492,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167914/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200167976,GSE167976,"Single-cell RNAseq (10x Genomics) analysis of human CD4+ T cells in IPEX patients, healthy donors and heterozygous mothers (blood).","Single-cell RNAseq (10x Genomics) analysis of human CD4+ T cells in IPEX patients, healthy donors and heterozygous mothers (blood). Human CD4+T cells from IPEX, HD and mothers were isolated from frozen peripheral blood mononuclear cells by flow cytometry as DAPI–CD3+CD4+ cells. In cohort 1, cells from separate donor were encapsulated in separate channel following 10x Genomics Single Cell 3′ Reagent Kit (V2 chemistry). In cohort 2, samples were tagged using a different Hashtags, pooled and encapsulared following 10x Genomics Single Cell 3′ Reagent Kit (V3 chemistry).",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573,2021/03/02,29,33833438,PRJNA705698,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167976/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200168072,GSE168072,Gene expression analysis of human mortal renal tubular epithelial cells chronically exposed to elevated levels of glucose,"This study was designed to simulate the effect of hyperglycemia on the proximal tubule.  This portion of the kidney is responsible for reabsorption of the filtered glucose, and thus, the amount reabsorbed is not regulated by insulin.  A long-term exposure was designed to model aspects of renal demise seen in diabetes.  We utilized mortal cultures of human renal tubule epithelial cells isolated from renal cortical tissue.  Since the majority of these cells express the cell surface marker CD133, these cells can be used as a model for the progenitor cells that repopulate the nephron after a toxic insult.  The outcome of the current study is that the lysosomal genes and mTOR were repressed.",Homo sapiens,GSE,Expression profiling by array,10558,2021/03/07,12,33764985,PRJNA705982,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168072/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200168327,GSE168327,miRNA expression during BMSCs from human jaw in Type 2 diabetics.,The association between T2 DM and BMSCs osteogenic differentiation has been documented in experimental settings. We examine miRNA expression specific for BMSCs from human jaw in Type 2 diabetics.,Homo sapiens; synthetic construct,GSE,Non-coding RNA profiling by array,19117,2021/03/06,6,,PRJNA706912,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168327/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200168492,GSE168492,"Population and single cell RNAseq analysis of CD4+ T cells in FOXP3 mutant mice ( scurfy"") and IPEX patients",This SuperSeries is composed of the SubSeries listed below.,Mus musculus; Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573;19057,2021/03/08,111,33833438,PRJNA707555,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168492/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200175735,GSE175735,The effect of homocysteine on Human Aortic Endothelial Cells [RNA],"Hyperhomocysteinemia (HHcy) is an established and potent independent risk factor for degenerative diseases, including cardiovascular disease (CVD), Alzheimer disease, type II diabetes mellitus, and chronic kidney disease. HHcy has been shown to inhibit proliferation and promote inflammatory responses in endothelial cells (EC), and impair endothelial function, a hallmark for vascular injury. However, metabolic processes and molecular mechanisms mediating HHcy-induced endothelial injury remains to be elucidated. This study examined the effects of HHcy on the expression of mRNA and microRNA (miRNA) in human aortic endothelial cells treated with a pathophysiologically relevant concentration of homocysteine (Hcy 500 μM).  This is the first study to consider the effects of HHcy on both global mRNA and miRNA expression changes for mechanism identification. Molecular axes and biochemical processes identified in this study are useful not only for the understanding of mechanisms underlying HHcy-induced endothelial injury, but also for discovering therapeutic targets for CVD in general.",Homo sapiens,GSE,Expression profiling by array,6244,2021/05/29,6,34140262,PRJNA733460,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175735/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200175745,GSE175745,The effect of homocysteine on Human Aortic Endothelial Cells [miRNA],"Hyperhomocysteinemia (HHcy) is an established and potent independent risk factor for degenerative diseases, including cardiovascular disease (CVD), Alzheimer disease, type II diabetes mellitus, and chronic kidney disease. HHcy has been shown to inhibit proliferation and promote inflammatory responses in endothelial cells (EC), and impair endothelial function, a hallmark for vascular injury. However, metabolic processes and molecular mechanisms mediating HHcy-induced endothelial injury remains to be elucidated. This study examined the effects of HHcy on the expression of mRNA and microRNA (miRNA) in human aortic endothelial cells treated with a pathophysiologically relevant concentration of homocysteine (Hcy 500 μM).  This is the first study to consider the effects of HHcy on both global mRNA and miRNA expression changes for mechanism identification. Molecular axes and biochemical processes identified in this study are useful not only for the understanding of mechanisms underlying HHcy-induced endothelial injury, but also for discovering therapeutic targets for CVD in general.",Homo sapiens; synthetic construct,GSE,Non-coding RNA profiling by array,8786,2021/05/29,6,34140262,PRJNA733479,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175745/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200175759,GSE175759,RNA-seq profiling of tubulointerstitial tissue reveals a potential therapeutic role of dual anti-phosphatase 1 in kidney diseases,"We profiled manually microdissected tubulointerstitial tissue from 43 IgA nephropathy, 3 diabetes mellitus nephropathy, 3 focal segmental glomerulosclerosis, 3 lupus nephritis, 4 membranous nephropathy, and 9 minimal change disease biopsy cores and 22 nephrectomy controls by RNA sequencing. The 3 outliers which were not included in our main analysis were also uploaded in this database.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,16791,2022/05/02,90,35488446,PRJNA733490,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175759/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit,PENDING_HUMAN_REVIEW,
200180411,GSE180411,Urinary exosomal miRNA-663a shows variable expression in diabetic kidney disease patients with or without proteinuria,"HK-2 cells were cultured in low and high  glucose conditions for 96 hours in serum free conditions. Exosomes were isolated from the supernatant of these cells. miRCURY LNATM Universal RT microRNA PCR Human panel I+II (Exiqon) were used to study the differential expression from three different high glucose treated exosomes (HE1, HE2, HE3) than to low glucose treated exosomes (LE1, LE2, LE3).",Homo sapiens,GSE,Expression profiling by RT-PCR,30410,2022/12/31,6,36934129,PRJNA748079,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180411/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200181002,GSE181002,Single-cell RNA-seq of human kidney organoids,"We used scRNA-Seq  (and other biological experiments) to study the impact of a high oscillatory glucose regime in the differentiation and metabolic status of human kidney organoids further emulating early hallmarks of the diabetic kidney. To study the interplay between those changes and SARS-CoV-2 infection we  assessed the effect of early stages of infection (1 day post infection) in normoglicemic (5 mM), hyperglicemic (5-25 mM oscillatory regime) and differentiating (11 mM) conditions. We retrieved metabolic changes and an upregulation of inflammatory related processes upon infection, whilst there was not an impact in the viability of the different cell types in the kidney organoids. Also, we studied the differences between ACE2 CRISPR/Cas9 knockouts and ACE2 WT organoids, using single cell RNA sequencing to resolve cell-type specific and cell proportion changes.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573;24676,2022/05/12,8,35561674,PRJNA750396,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE181nnn/GSE181002/,Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200182138,GSE182138,Transcriptome analysis and weighted gene co-expression network reveal candidate genes and pathways responses to lactate dehydrogenase inhibition (oxamate) in hyperglycemic human renal proximal epithelial tubular cells,"Diabetic kidney disease (DKD) is the leading cause of both chronic kidney disease (CKD) and end-stage renal disease (ESRD). In this study, we performed transcriptome gene expression profiling of kidney tissues in human renal proximal epithelial tubular cell line (HK-2) treated with high D-glucose (HG) for 7 days before the addition of 40 mM oxamate for a further 24 hours in the presence of HG. Afterwards, we analyzed the differentially expressed (DE) genes and investigated gene relationships based on weighted gene co-expression network analysis (WGCNA). Accordingly, enrichment analyses of GO terms and KEGG pathways showed that several pathways (e.g., lysosome (hsa04142) and p53 signaling pathway (hsa04115)) may be involved in a response of HK-2 cells to oxamate. Moreover, via WGCNA, we identified two modules: both the turquoise and blue modules were enriched in pathways associated with lysosome. However, the P53 signaling pathway was only found using all 3,884 DE genes. Furthermore, the key hub genes IGFBP3 interacted with 6 up-regulated and 12 down-regulated DE genes in the network that were enriched in the P53 signaling pathway. This is the first study reporting co-expression patterns of a gene network after lactate dehydrogenase inhibition in HK-2 cells. Our results may contribute to our understanding of the underlying molecular mechanism of in vitro reprogramming under hyperglycemic stress that orchestrates the survival and functions of HK-2 cells.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20795,2022/03/31,5,35370938,PRJNA754770,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182138/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200182259,GSE182259,A global analysis on the differential regulation of RNA binding proteins (RBPs) by TNF–α as potential modulators of metabolic syndromes,"Purpose:Metabolic syndrome (MetS) is associated with a group of conditions including diabetes, obesity, insulin resistance etc. The goal of our study is to identify the differentially regulated genes under metabolic syndromes induced by TNF-α. Methods:A Homosapines Reference based Transcriptome sequencing is performed to understand the genes that are diffrerentially regulated under metabolic synromes with TNF-α as upstream. The HEK293 cells were treated with TNF alpha at 10ng/ml for 6hrs to induce the metabolic disturbances mimicking the metabolic syndromes and untreated HEK 293 cells were considered as control. For the Control set (31 million reads) and TNF-α treated (34 million reads) samples was obtained through the Illumina NextSeq 500 platform and comprised of paired end reads of 76 bp (2X76). FastQC software was used to check the quality of the NextSeq 500 paired end reads and were further processed by in-house script for adapter removal and low quality bases trimming. Tophat-2.02  and Cufflinks-2.1.14 tools were used for the analysis. A two fold change and p-value <0.05 cut-off was used to report the differentially expressed genes (DEGs). Owing to the absence of replicates, no FDR correction was used.For each gene a RPKM (Reads per kilo base per million mapped reads) value was calculated for each gene. Apart from the RPKM value, p-value and a fold change value was also calculated for control and treated samples. The genes were validated using qPCR using using Brilliant Ш Ultra-Fast SYBR green qPCR Master Mix in AriaMx PCR System (Agilent Technologies). Results: Around 6056 and 5495 transcripts were shown as up and down regulated respectively using a twofold change cut-off. On excluding the transcripts with no gene names,   the numbers of up and down regulated transcripts were found out to be 4444 (3551 genes) and 4365 (3418 genes) respectively.Among which 1218 genes are unique, and highly significant(based on p-value cut-off) and  transcriptionally regulated genes by TNF-α, among which about 15% are RBPs; identified by the EuRBPDB data base. Among these transcriptionally regulated genes, we have identified 204 MetS genes by IPA analysis, more than 10% of which are identified as RBPs. Conclusion: Transcriptional regulation of the MetS genes by TNF-α, which   also act as RBPs predicts the existence of feed-forward loops and interconnected pathways, which may influence the onset of MetS at the molecular level.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573,2022/01/21,2,37082594,PRJNA755604,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182259/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200183276,GSE183276,An atlas of healthy and injured cell states and niches in the human kidney [scCv3],"Understanding kidney disease relies upon defining the complexity of cell types and states, their associated molecular profiles, and interactions within tissue neighborhoods. We applied multiple single-cell or -nucleus assays (>400,000 nuclei/cells) and spatial imaging technologies to a broad spectrum of healthy reference (45 donors) and diseased (48 patients) kidneys. This has provided a high resolution cellular atlas of 51 main cell types that include rare and novel cell populations. The multi-omic approach provides detailed transcriptomic profiles, epigenomic regulatory factors, and spatial localizations spanning the entire kidney. We further define 28 cellular states across nephron segments and interstitium that were altered in kidney injury, encompassing cycling, adaptive or maladaptive repair, transitioning and degenerative states. Molecular signatures permitted localization of these states within injury neighborhoods using spatial transcriptomics, while large-scale 3D imaging analysis (~1.2 million neighborhoods) provided corresponding linkages to active immune responses. These analyses defined biological pathways relevant to injury time-course and niches, including signatures underlying epithelial repair that predicted maladaptive states associated with a decline in kidney function. This integrated multimodal spatial cell atlas of healthy and diseased human kidneys represents the most comprehensive benchmark of cellular states, neighborhoods, outcome-associated signatures, and publicly available interactive visualizations.   ",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2022/10/10,49,37468583;39691368;39916957,PRJNA759875,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183276/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200183277,GSE183277,An atlas of healthy and injured cell states and niches in the human kidney [snCv3],"Understanding kidney disease relies upon defining the complexity of cell types and states, their associated molecular profiles, and interactions within tissue neighborhoods. We applied multiple single-cell or -nucleus assays (>400,000 nuclei/cells) and spatial imaging technologies to a broad spectrum of healthy reference (45 donors) and diseased (48 patients) kidneys. This has provided a high resolution cellular atlas of 51 main cell types that include rare and novel cell populations. The multi-omic approach provides detailed transcriptomic profiles, epigenomic regulatory factors, and spatial localizations spanning the entire kidney. We further define 28 cellular states across nephron segments and interstitium that were altered in kidney injury, encompassing cycling, adaptive or maladaptive repair, transitioning and degenerative states. Molecular signatures permitted localization of these states within injury neighborhoods using spatial transcriptomics, while large-scale 3D imaging analysis (~1.2 million neighborhoods) provided corresponding linkages to active immune responses. These analyses defined biological pathways relevant to injury time-course and niches, including signatures underlying epithelial repair that predicted maladaptive states associated with a decline in kidney function. This integrated multimodal spatial cell atlas of healthy and diseased human kidneys represents the most comprehensive benchmark of cellular states, neighborhoods, outcome-associated signatures, and publicly available interactive visualizations.   ",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2022/10/10,44,37468583;39691368,PRJNA759879,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183277/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200183279,GSE183279,An atlas of healthy and injured cell states and niches in the human kidney,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,24676,2022/10/10,199,37468583;39691368;39916957,PRJNA759877,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183279/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200183456,GSE183456,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],"To spatially localize cell types within the tissue, snCv3 subclasses were used to predict the corresponding identities in Visium transcriptomic data. This allowed for recapitulated renal corpuscle, tubular, vascular, and interstitial cell types having proportions, marker profiles, and spatial organizations consistent observed histopathology.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2022/10/12,23,37468583;39691368,PRJNA760908,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183456/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200185011,GSE185011,"The expression of mRNA and lncRNA in peripheral blood mononuclear cells (PBMCs) of diabetes mellitus, diabetic retinopathy (DR), diabetic peripheral neuropathy (DPN) and diabetic nephropathy (DN) patients","DR, DPN and DN are common complications in diabetes, and the differentially expressed mRNAs and lncRNAs in these diabetic complications may help to identify the molecular markers for the onset and progression of diseases. In our study, high-throughput sequencing technique was used to analyze the expression profile of mRNA and lncRNA in the peripheral blood of health control, T2DM, DR, DPN and DN patients, in order to determine the differentially expressed  transcriptomic profiles changes in diabetic complications and identify the shared and specific biological signaling pathways related to DR, DPN and DN.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2022/08/31,25,35989592,PRJNA767371,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE185nnn/GSE185011/,Q1_disease_phrases,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
