pmid,year,journal,title,doi,query_ids,repository_accessions_in_title_or_abstract,abstract
37385224,2023,Kidney & blood pressure research,Identification of PDK4 as Hub Gene for Diabetic Nephropathy Using Co-Expression Network Analysis.,10.1016/j.diabres.2011.09.035,PM_Q1,GSE96804,"Diabetic nephropathy (DN) is related to type 1 and type 2 diabetes. They are the leading cause of end-stage renal disease, but the underling specific pathogenesis of DN is not yet clear. Our study was conducted to explore how DN changed the transcriptome profiles in the kidney. The gene expression profile of microdissected glomeruli of 41 type 2 DN patients and 20 healthy controls were included. The sample dataset GSE96804 was obtained from the GEO database. Differentially expressed genes (DEGs) were analyzed in R with the limma package and the important modules were found by weighted gene co-expression network analysis (WGCNA) clustering. The modules were then analyzed based on Gene Ontology (GO) gene set enrichment analysis, and the hub genes were found out. We next validated the hub gene, PDK4, in a cell model of DN. We also constructed the PDK4-related PPI network to investigate the correlation between PDK4 expression and other genes. Heatmap and volcano map were drawn to illustrate the mRNA expression profile of 1,204 DEGs in both samples of DN patients and the control group. Using WGCNA, we selected the blue module in which genes showed the strongest correlation with the phenotype and the smallest p value. We also identified PDK4 as a hub gene. PDK4 expression was upregulated in human diabetic kidney tissue. Moreover, PDK4 was speculated to play a role in glomerular basement membrane development and kidney development according to the enrichment of functions and signaling pathways. Furthermore, PDK4 and two key genes GSTA2 and G6PC protein expression were verified highly expressed in the cell model of DN. During the pathogenesis of DN, many genes may change expression in a coordinated manner. The discovery of PDK4 as key gene using WGCNA is of great significance for the development of new treatment strategies to block the development of DN."
37391399,2023,Nutrition & diabetes,Vitamin D deficiency contributes to the diabetic kidney disease progression via increase ZEB1/ZEB2 expressions.,10.1038/s41387-023-00238-2,PM_Q1;PM_Q2,,"Diabetic kidney disease (DKD) remains one of the main causes of end-stage renal disease (ESRD) and mortality in diabetic patients worldwide. Vitamin D deficiency (VitDD) is one of the main consequences of different chronic kidney disease (CKD) types and is associated with rapid progression to ESRD. Nevertheless, the mechanisms that lead to this process are poorly understood. This study aimed to characterize a model of diabetic nephropathy progression in VitDD and the epithelial-mesenchymal-transition (EMT) role in these processes. Wistar Hannover rats received a diet with or without VitD before type 1 diabetes (T1D) induction. After this procedure, the rats were accompanied for 12 and 24 weeks after T1D induction and the renal function, structure, cell transdifferentiating markers and zinc finger e-box binding homeobox 1/2 (ZEB1/ZEB2) contribution to kidney damage were evaluated during the DKD progression. The results showed an increase in glomerular tuft, mesangial and interstitial relative areas and renal function impairment in VitD-deficient diabetic rats compared to diabetic rats that received a VitD-containing diet. These alterations can be associated with increased expression of EMT markers, ZEB1 gene expression, ZEB2 protein expression and TGF-β1 urinary excretion. Decreased miR-200b expression, an important post-transcriptional regulator of ZEB1 and ZEB2 was also observed. Our data demonstrated that VitD deficiency contributes to the rapid development and progression of DKD in diabetic rats induced by increase ZEB1/ZEB2 expressions and miR-200b downregulation."
37396184,2023,Frontiers in endocrinology,Identification and analysis of cellular senescence-associated signatures in diabetic kidney disease by integrated bioinformatics analysis and machine learning.,10.1016/j.ymthe.2022.04.024,PM_Q2,,"Diabetic kidney disease (DKD) is a common complication of diabetes that is clinically characterized by progressive albuminuria due to glomerular destruction. The etiology of DKD is multifactorial, and numerous studies have demonstrated that cellular senescence plays a significant role in its pathogenesis, but the specific mechanism requires further investigation. This study utilized 5 datasets comprising 144 renal samples from the Gene Expression Omnibus (GEO) database. We obtained cellular senescence-related pathways from the Molecular Signatures Database and evaluated the activity of senescence pathways in DKD patients using the Gene Set Enrichment Analysis (GSEA) algorithm. Furthermore, we identified module genes related to cellular senescence pathways through Weighted Gene Co-Expression Network Analysis (WGCNA) algorithm and used machine learning algorithms to screen for hub genes related to senescence. Subsequently, we constructed a cellular senescence-related signature (SRS) risk score based on hub genes using the Least Absolute Shrinkage and Selection Operator (LASSO), and verified mRNA levels of hub genes by RT-PCR in vivo. Finally, we validated the relationship between the SRS risk score and kidney function, as well as their association with mitochondrial function and immune infiltration. The activity of cellular senescence-related pathways was found to be elevated among DKD patients. Based on 5 hub genes (LIMA1, ZFP36, FOS, IGFBP6, CKB), a cellular senescence-related signature (SRS) was constructed and validated as a risk factor for renal function decline in DKD patients. Notably, patients with high SRS risk scores exhibited extensive inhibition of mitochondrial pathways and upregulation of immune cell infiltration. Collectively, our findings demonstrated that cellular senescence is involved in the process of DKD, providing a novel strategy for treating DKD."
37398187,2023,medRxiv : the preprint server for health sciences,Role of endogenous adenine in kidney failure and mortality with diabetes.,10.1101/2023.05.31.23290681,PM_Q2,,"Diabetic kidney disease (DKD) can lead to end-stage kidney disease (ESKD) and mortality, however, few mechanistic biomarkers are available for high risk patients, especially those without macroalbuminuria. Urine from participants with diabetes from Chronic Renal Insufficiency Cohort (CRIC), Singapore Study of Macro-Angiopathy and Reactivity in Type 2 Diabetes (SMART2D), and the Pima Indian Study determined if urine adenine/creatinine ratio (UAdCR) could be a mechanistic biomarker for ESKD. ESKD and mortality were associated with the highest UAdCR tertile in CRIC (HR 1.57, 1.18, 2.10) and SMART2D (HR 1.77, 1.00, 3.12). ESKD was associated with the highest UAdCR tertile in patients without macroalbuminuria in CRIC (HR 2.36, 1.26, 4.39), SMART2D (HR 2.39, 1.08, 5.29), and Pima Indian study (HR 4.57, CI 1.37-13.34). Empagliflozin lowered UAdCR in non-macroalbuminuric participants. Spatial metabolomics localized adenine to kidney pathology and transcriptomics identified ribonucleoprotein biogenesis as a top pathway in proximal tubules of patients without macroalbuminuria, implicating mammalian target of rapamycin (mTOR). Adenine stimulated matrix in tubular cells via mTOR and stimulated mTOR in mouse kidneys. A specific inhibitor of adenine production was found to reduce kidney hypertrophy and kidney injury in diabetic mice. We propose that endogenous adenine may be a causative factor in DKD."
37404805,2023,Frontiers in medicine,Identification and validation of aging-related gene signatures and their immune landscape in diabetic nephropathy.,10.4049/jimmunol.1700556,PM_Q1,,"Aging and immune infiltration have essential role in the physiopathological mechanisms of diabetic nephropathy (DN), but their relationship has not been systematically elucidated. We identified aging-related characteristic genes in DN and explored their immune landscape. Four datasets from the Gene Expression Omnibus (GEO) database were screened for exploration and validation. Functional and pathway analysis was performed using Gene Set Enrichment Analysis (GSEA). Characteristic genes were obtained using a combination of Random Forest (RF) and Support Vector Machine Recursive Feature Elimination (SVM-RFE) algorithm. We evaluated and validated the diagnostic performance of the characteristic genes using receiver operating characteristic (ROC) curve, and the expression pattern of the characteristic genes was evaluated and validated. Single-Sample Gene Set Enrichment Analysis (ssGSEA) was adopted to assess immune cell infiltration in samples. Based on the TarBase database and the JASPAR repository, potential microRNAs and transcription factors were predicted to further elucidate the molecular regulatory mechanisms of the characteristic genes. A total of 14 differentially expressed genes related to aging were obtained, of which 10 were up-regulated and 4 were down-regulated. Models were constructed by the RF and SVM-RFE algorithms, contracted to three signature genes: EGF-containing fibulin-like extracellular matrix (EFEMP1), Growth hormone receptor (GHR), and Vascular endothelial growth factor A (VEGFA). The three genes showed good efficacy in three tested cohorts and consistent expression patterns in the glomerular test cohorts. Most immune cells were more infiltrated in the DN samples compared to the controls, and there was a negative correlation between the characteristic genes and most immune cell infiltration. 24 microRNAs were involved in the transcriptional regulation of multiple genes simultaneously, and Endothelial transcription factor GATA-2 (GATA2) had a potential regulatory effect on both GHR and VEGFA. We identified a novel aging-related signature allowing assessment of diagnosis for DN patients, and further can be used to predict immune infiltration sensitivity."
37415117,2023,"Molecular medicine (Cambridge, Mass.)",Nicotine exacerbates diabetic nephropathy through upregulation of Grem1 expression.,10.1038/44157,PM_Q1,,"Diabetic nephropathy (DN) is a major complication of diabetes mellitus. Clinical reports indicate that smoking is a significant risk factor for chronic kidney disease, and the tobacco epidemic exacerbates kidney damage in patients with DN. However, the underlying molecular mechanisms remain unclear. In the present study, we used a diabetic mouse model to investigate the molecular mechanisms for nicotine-exacerbated DN. Twelve-week-old female mice were injected with streptozotocin (STZ) to establish a hyperglycemic diabetic model. After four months, the control and hyperglycemic diabetic mice were further divided into four groups (control, nicotine, diabetic mellitus, nicotine + diabetic mellitus) by intraperitoneal injection of nicotine or PBS. After two months, urine and blood were collected for kidney injury assay, and renal tissues were harvested for further molecular assays using RNA-seq analysis, real-time PCR, Western blot, and immunohistochemistry. In vitro studies, we used siRNA to suppress Grem1 expression in human podocytes. Then we treated them with nicotine and high glucose to compare podocyte injury. Nicotine administration alone did not cause apparent kidney injury, but it significantly increased hyperglycemia-induced albuminuria, BUN, plasma creatinine, and the kidney tissue mRNA expression of KIM-1 and NGAL. Results from RNA-seq analysis, real-time PCR, Western blot, and immunohistochemistry analysis revealed that, compared to hyperglycemia or nicotine alone, the combination of nicotine treatment and hyperglycemia significantly increased the expression of Grem1 and worsened DN. In vitro experiments, suppression of Grem1 expression attenuated nicotine-exacerbated podocyte injury. Grem1 plays a vital role in nicotine-exacerbated DN. Grem1 may be a potential therapeutic target for chronic smokers with DN."
37460555,2023,Cell death & disease,Single-cell transcriptomic profiles in the pathophysiology within the microenvironment of early diabetic kidney disease.,10.1038/s41596-020-0292-x,PM_Q2,,"Diabetic kidney disease (DKD) is the leading cause of end-stage kidney disease, resulting in a huge socio-economic impact. Kidney is a highly complex organ and the pathogenesis underlying kidney organization involves complex cell-to-cell interaction within the heterogeneous kidney milieu. Advanced single-cell RNA sequencing (scRNA-seq) could reveal the complex architecture and interaction with the microenvironment in early DKD. We used scRNA-seq to investigate early changes in the kidney of db/m mice and db/db mice at the 14th week. Uniform Manifold Approximation and Projection were applied to classify cells into different clusters at a proper resolution. Weighted gene co-expression network analysis was used to identify the key molecules specifically expressed in kidney tubules. Information of cell-cell communication within the kidney was obtained using receptor-ligand pairing resources. In vitro model, human subjects, and co-detection by indexing staining were used to identify the pathophysiologic role of the hub genes in DKD. Among four distinct subsets of the proximal tubule (PT), lower percentages of proliferative PT and PT containing AQP4 expression (PTAQP4+) in db/db mice induced impaired cell repair activity and dysfunction of renin-angiotensin system modulation in early DKD. We found that ferroptosis was involved in DKD progression, and ceruloplasmin acted as a central regulator of the induction of ferroptosis in PTAQP4+. In addition, lower percentages of thick ascending limbs and collecting ducts with impaired metabolism function were also critical pathogenic features in the kidney of db/db mice. Secreted phosphoprotein 1 (SPP1) mediated pathogenic cross-talk in the tubular microenvironment, as validated by a correlation between urinary SPP1/Cr level and tubular injury. Finally, mesangial cell-derived semaphorin 3C (SEMA3C) further promoted endothelium-mesenchymal transition in glomerular endothelial cells through NRP1 and NRP2, and urinary SEMA3C/Cr level was positively correlated with glomerular injury. These data identified the hub genes involved in pathophysiologic changes within the microenvironment of early DKD."
37482420,2024,Experimental animals,Renal transcriptome analysis of uninephrectomized db/db mice identified a mechanism for the transition to severe diabetic nephropathy.,10.1093/ndt/gfz168,PM_Q1;PM_Q2,,"Diabetic nephropathy (DN), included in diabetic kidney disease (DKD), is a primary driver of end-stage renal disease (ESRD) leading to dialysis treatment. To develop new therapeutic drugs to prevent ESRD and avoid dialysis treatment, insight into DKD pathophysiology and animal models suitable for drug efficacy testing are needed. In this study, transcriptome analysis of kidneys from 26-week-old and 35-week-old uninephrectomized (UNX) db/db mice was used to identify the pathways that affect the deterioration of renal function in db/db mice. Differentially expressed genes suggested that there was increased interferon (IFN)-γ signaling during the 26 to 35-week period. Modules that changed between 26 and 35 weeks of age extracted by weighted gene co-expression network analysis (WGCNA) suggested increased the tumor necrosis factor (TNF)-α and nuclear factor-kappa B (NF-κB) signaling pathway in component cells of glomeruli. The protein-protein interaction (PPI) network analysis identified Cxcl16 as a hub gene for those signaling pathways, and it was shown that the pathways in this module changed when the glomerular filtration rate decreased in patients with DN. These results suggested the possibility that signaling mediated by Cxcl16 induced by IFN-γ and TNF-α between 26 and 35 weeks of age leads to renal fibrosis, resulting in severe disease. Drugs that target such pathways can be options for developing drugs for DN. We also think that the uninephrectomized db/db mouse can be used as an animal model of severe DKD and to evaluate efficacy in patients with DN."
37492198,2023,Frontiers in endocrinology,Integrated multiple-microarray analysis and mendelian randomization to identify novel targets involved in diabetic nephropathy.,10.1021/acs.jproteome.0c00641,PM_Q1,,"Diabetic nephropathy (DN), which is the main cause of renal failure in end-stage renal disease, is becoming a common chronic renal disease worldwide. Mendelian randomization (MR) is a genetic tool that is widely used to minimize confounding and reverse causation when identifying the causal effects of complex traits. In this study, we conducted an integrated multiple microarray analysis and large-scale plasma proteome MR analysis to identify candidate biomarkers and evaluate the causal effects of prospective therapeutic targets in DN. Five DN gene expression datasets were selected from the Gene Expression Omnibus. The robust rank aggregation (RRA) method was used to integrate differentially expressed genes (DEGs) of glomerular samples between patients with DN and controls, followed by functional enrichment analysis. Protein quantitative trait loci were incorporated from seven different proteomic genome-wide association studies, and genetic association data on DN were obtained from FinnGen (3676 cases and 283,456 controls) for two-sample MR analysis. External validation and clinical correlation were also conducted. A total of 82 DEGs (53 upregulated and 29 downregulated) were identified through RRA integrated analysis. The enriched Gene Ontology annotations and Kyoto Encyclopedia of Genes and Genomes pathways of the DEGs were significantly enriched in neutrophil degranulation, neutrophil activation, proteoglycan binding, collagen binding, secretory granule lumen, gluconeogenesis, tricarboxylic acid cycle, and pentose phosphate pathways. MR analysis revealed that the genetically predicted levels of MHC class I polypeptide-related sequence B (MICB), granzyme A (GZMA), cathepsin S (CTSS), chloride intracellular channel protein 5, and ficolin-1 (FCN1) were causally associated with DN risk. Expression validation and clinical correlation analysis showed that MICB, GZMA, FCN1, and insulin-like growth factor 1 may participate in the development of DN, and carbonic anhydrase 2 and lipoprotein lipase may play protective roles in patients with DN. Our integrated analysis identified novel biomarkers, including MICB and GZMA, which may help further understand the complicated mechanisms of DN and identify new target pathways for intervention."
37500743,2023,Scientific reports,Alterations of gut microbiota in biopsy-proven diabetic nephropathy and a long history of diabetes without kidney damage.,10.1093/ndt/gfq818,PM_Q1,,"The gut microbiota is closely related to parenteral noncommunicable diseases through intestinal immunity and plays an important role in the occurrence of diabetes and diabetic nephropathy. The aim of the study was to understand the gut-kidney axis by an analysis of gut microbiota composition among patients with biopsy-proven diabetic nephropathy (DN), patients with type 2 diabetes for more than 10 years without kidney damage (DM), and healthy controls (NC). Thirty-five DN patients, 40 DM patients and 40 healthy subjects matched by age and sex were enrolled between January 2022 and December 2022. Baseline information and clinical parameters were collected. 16S rDNA sequencing was performed to characterize the gut microbiome and identify gut microbes that were differentially abundant between patients and healthy controls. The relationship between the relative abundance of specific bacterial taxa in the gut and clinical phenotype and pathological indicators was evaluated. Substantial differences were found in the richness of the gut microbiota and the variation in the bacterial population among DN patients, DM patients and healthy controls. DM patients could be accurately distinguished from age- and sex-matched healthy controls by variations in g_Clostridium-XVIII (AUC = 0.929), and DN patients could be accurately distinguished from age- and sex-matched healthy controls by variations in g_Gemmiger (AUC = 0.842). DN patients could be accurately distinguished from age- and sex-matched DM patients by variations in g_Flavonifractor or g_Eisenbergiella (AUC = 0.909 and 0.886, respectively). The gut microbiota was also closely related to clinical phenotypes and pathological indicators. The study of gut microbiota composition was explored to determine its relationship to the occurrence of DN and a long history of diabetes without kidney damage. The renal pathological progression of DN may be delayed by regulating changes in the gut microbiota."
37509528,2023,Biomedicines,Relationship between Macrophages and Tissue Microenvironments in Diabetic Kidneys.,10.1038/s41577-023-00848-y,PM_Q1,,"Diabetic nephropathy (DN) is the leading cause of end-stage kidney disease. Increasing evidence has suggested that inflammation is a key microenvironment involved in the development and progression of DN. Studies have confirmed that macrophage accumulation is closely related to the progression to human DN. Macrophage phenotype is highly regulated by the surrounding microenvironment in the diabetic kidneys. M1 and M2 macrophages represent distinct and sometimes coexisting functional phenotypes of the same population, with their roles implicated in pathological changes, such as in inflammation and fibrosis associated with the stage of DN. Recent findings from single-cell RNA sequencing of macrophages in DN further confirmed the heterogeneity and plasticity of the macrophages. In addition, intrinsic renal cells interact with macrophages directly or through changes in the tissue microenvironment. Macrophage depletion, modification of its polarization, and autophagy could be potential new therapies for DN."
37514181,2023,Pharmaceutics,SGLT2 Inhibitors in the Treatment of Diabetic Kidney Disease: More than Just Glucose Regulation.,10.1016/j.metabol.2018.01.002,PM_Q2,,"Diabetic kidney disease (DKD) is a severe and common complication and affects a quarter of patients with type 2 diabetes mellitus (T2DM). Oxidative stress and inflammation related to hyperglycemia are interlinked and contribute to the occurrence of DKD. It was shown that sodium-glucose cotransporter-2 (SGLT2) inhibitors, a novel yet already widely used therapy, may prevent the development of DKD and alter its natural progression. SGLT2 inhibitors induce systemic and glomerular hemodynamic changes, provide metabolic advantages, and reduce inflammatory and oxidative stress pathways. In T2DM patients, regardless of cardiovascular diseases, SGLT2 inhibitors may reduce albuminuria, progression of DKD, and doubling of serum creatinine levels, thus lowering the need for kidney replacement therapy by over 40%. The molecular mechanisms behind these beneficial effects of SGLT2 inhibitors extend beyond their glucose-lowering effects. The emerging studies are trying to explain these mechanisms at the genetic, epigenetic, transcriptomic, and proteomic levels."
37521000,2023,Heliyon,Urinary microbiota and serum metabolite analysis in patients with diabetic kidney disease.,10.1007/s00726-014-1825-9,PM_Q2,,"Diabetic kidney disease (DKD) is a common and potentially fatal consequence of diabetes. Chronic renal failure or end-stage renal disease may result over time. Numerous studies have demonstrated the function of the microbiota in health and disease. The use of advanced urine culture techniques revealed the presence of resident microbiota in the urinary tract, undermining the idea of urine sterility. Studies have demonstrated that the urine microbiota is related with urological illnesses; nevertheless, the fundamental mechanisms by which the urinary microbiota influences the incidence and progression of DKD remain unclear. The purpose of this research was to describe key characteristics of the patients with DKD urinary microbiota in order to facilitate the development of diagnostic and therapeutic for DKD. We evaluated the structure and composition of the microbiota extracted from urine samples taken from DKD patients (n = 19) and matched healthy controls (n = 15) using 16S rRNA gene sequencing. Meanwhile, serum metabolite profiles were compared using liquid chromatography-tandem mass spectrometry (LC-MS/MS). Associations between clinical characteristics, urine microbiota, and serum metabolites were also examined. Finally, the interaction between urine microbiota and serum metabolites was clarified based on differential metabolite abundance analysis. The findings indicated that the DKD had a distinct urinary microbiota from the healthy controls (HC). Taxonomic investigations indicated that the DKD microbiome had less alpha diversity than a control group. Proteobacteria and Acidobacteria phyla increased in the DKD, while Firmicutes and Bacteroidetes decreased significantly (P < 0.05). Acidobacteria was the most prevalent microbiota in the DKD, as determined by the Linear discriminant analysis Effect Size (LEfSe) plot. Changes in the urinary microbiota of DKD also had an effect on the makeup of metabolites. Short-chain fatty acids (SCFAs) and protein-bound uremic toxins (PBUTs) were shown to be specific. Then we discovered that arginine and proline metabolism was the primary mechanism involved in the regulation of diabetic kidney disease. This study placed the urinary microbiota and serum metabolite of DKD patients into a functional framework and identified the most abundant microbiota in DKD (Proteobacteria and Acidobacteria). Arginine metabolites may have a major effect on DKD patients, which correlated with the progression of DKD."
37533147,2024,Clinical journal of the American Society of Nephrology : CJASN,Molecular Signatures of Glomerular Neovascularization in a Patient with Diabetic Kidney Disease.,10.2337/db22-0169,PM_Q1;PM_Q2,,"The Kidney Precision Medicine Project (KPMP) aims to create a kidney tissue atlas, define disease subgroups, and identify critical cells, pathways, and targets for novel therapies through molecular investigation of human kidney biopsies obtained from participants with AKI or CKD. We present the case of a 66-year-old woman with diabetic kidney disease who underwent a protocol KPMP kidney biopsy. Her clinical history included diabetes mellitus complicated by neuropathy and eye disease, increased insulin resistance, hypertension, albuminuria, and relatively preserved glomerular filtration rate (early CKD stage 3a). The patient's histopathology was consistent with diabetic nephropathy and arterial and arteriolar sclerosis. Three-dimensional, immunofluorescence imaging of the kidney biopsy specimen revealed extensive periglomerular neovascularization that was underestimated by standard histopathologic approaches. Spatial transcriptomics was performed to obtain gene expression signatures at discrete areas of the kidney biopsy. Gene expression in the areas of glomerular neovascularization revealed increased expression of genes involved in angiogenic signaling, proliferation, and survival of endothelial cells, as well as new vessel maturation and stability. This molecular correlation provides additional insights into the development of kidney disease in patients with diabetes and spotlights how novel molecular techniques used by the KPMP can supplement and enrich the histopathologic diagnosis obtained from a kidney biopsy."
37540089,2023,DNA and cell biology,Genotypic Analysis of COL4A1 Gene in Diabetic Nephropathy and Type 2 Diabetes Mellitus Patients: A Comparative Genetic Study.,10.1089/dna.2023.0125,PM_Q1,,"Diabetic nephropathy (DN) is specified by microalbuminuria, glomerular lesions, and renal fibrosis leading to end-stage renal disease. The pathophysiology of DN is multifactorial as a result of gene-environment interaction. Clinical studies suggested that gene mutations affect various pathways involved in DN, including extracellular matrix (ECM). During chronic hyperglycemia, collagen type-4-mediated ECM overproduction occurs, leading to renal fibrosis and DN development. In this study, COL4A1 gene variant rs605143 (G/A) was analyzed in diabetes and DN patients from the study population. We genotyped 386 study subjects, comprising 120 type 2 diabetes mellitus (T2DM) patients, 120 DN, and 146 healthy controls. All study subjects were analyzed for biochemical assays by commercially available kits and genotypic analysis by polymerase chain reaction-restriction fragment length polymorphism and confirmed by Sanger sequencing. Statistical analyses were done using SPSS and GraphPad. Anthroclinicopathological parameters showed a significant association between T2DM and DN. Genotype AA of COL4A1 gene variant rs605143 (G/A) showed a significant association with T2DM and DN compared with controls with 5.87- and 8.01-folds risk, respectively. Mutant allele A also significantly associated with T2DM and DN independently compared with healthy controls with 2.29- and 2.81-time risk in the study population. This study's findings suggested that COL4A1 gene variant rs605143 (G/A) can be used as predictive biomarkers for T2DM and DN independently. However, this gene variant needs to be analyzed in a large sample to explore the shared genetic association between T2DM and DN."
37554330,2023,Frontiers in immunology,Machine-learning algorithm-based prediction of a diagnostic model based on oxidative stress-related genes involved in immune infiltration in diabetic nephropathy patients.,10.1126/sciimmunol.abl3795,PM_Q1,GSE30528;GSE96804,"Diabetic nephropathy (DN) is the most prevalent microvascular consequence of diabetes and has recently risen to the position of the world's second biggest cause of end-stage renal diseases. Growing studies suggest that oxidative stress (OS) responses are connected to the advancement of DN. This study aimed to developed a novel diagnostic model based on OS-related genes. The differentially expressed oxidative stress-related genes (DE-OSRGs) experiments required two human gene expression datasets, which were given by the GEO database (GSE30528 and GSE96804, respectively). The potential diagnostic genes were identified using the SVM-RFE assays and the LASSO regression model. CIBERSORT was used to determine the compositional patterns of the 22 different kinds of immune cell fraction seen in DN. These estimates were based on the combined cohorts. DN serum samples and normal samples were both subjected to RT-PCR in order to investigate the degree to which certain genes were expressed. In this study, we were able to locate 774 DE-OSRGs in DN. The three marker genes (DUSP1, PRDX6 and S100A8) were discovered via machine learning on two different machines. The high diagnostic value was validated by ROC tests, which focused on distinguishing DN samples from normal samples. The results of the CIBERSORT study suggested that DUSP1, PRDX6, and S100A8 may be associated to the alterations that occur in the immunological microenvironment of DN patients. Besides, the results of RT-PCR indicated that the expression of DUSP1, PRDX6, and S100A8 was much lower in DN serum samples compared normal serum samples. The diagnostic value of the proposed model was likewise verified in our cohort, with an area under the curve of 9.946. Overall, DUSP1, PRDX6, and S100A8 were identified to be the three diagnostic characteristic genes of DN. It's possible that combining these genes will be effective in diagnosing DN and determining the extent of immune cell infiltration."
37579299,2023,Diabetes,GPR56 Promotes Diabetic Kidney Disease Through eNOS Regulation in Glomerular Endothelial Cells.,10.2337/db23-0124,PM_Q2,,"Although glomerular endothelial dysfunction is well recognized as contributing to the pathogenesis of diabetic kidney disease (DKD), the molecular pathways contributing to DKD pathogenesis in glomerular endothelial cells (GECs) are only partially understood. To uncover pathways that are differentially regulated in early DKD that may contribute to disease pathogenesis, we recently conducted a transcriptomic analysis of isolated GECs from diabetic NOS3-null mice. The analysis identified several potential mediators of early DKD pathogenesis, one of which encoded an adhesion G protein-coupled receptor-56 (GPR56), also known as ADGRG1. Enhanced glomerular expression of GPR56 was observed in human diabetic kidneys, which was negatively associated with kidney function. Using cultured mouse GECs, we observed that GPR56 expression was induced with exposure to advanced glycation end products, as well as in high-glucose conditions, and its overexpression resulted in decreased phosphorylation and expression of endothelial nitric oxide synthase (eNOS). This effect on eNOS by GPR56 was mediated by coupling of Gα12/13-RhoA pathway activation and Gαi-mediated cAMP/PKA pathway inhibition. The loss of GPR56 in mice led to a significant reduction in diabetes-induced albuminuria and glomerular injury, which was associated with reduced oxidative stress and restoration of eNOS expression in GECs. These findings suggest that GPR56 promotes DKD progression mediated, in part, through enhancing glomerular endothelial injury and dysfunction."
37596398,2023,Acta pharmacologica Sinica,Satellite cell-derived exosome-mediated delivery of microRNA-23a/27a/26a cluster ameliorates the renal tubulointerstitial fibrosis in mouse diabetic nephropathy.,10.1038/mt.2009.41,PM_Q1,,"Renal tubulointerstitial fibrosis (TIF) is considered as the final convergent pathway of diabetic nephropathy (DN) without effective therapies currently. MiRNAs play a key role in fibrotic diseases and become promising therapeutic targets for kidney diseases, while miRNA clusters, formed by the cluster arrangement of miRNAs on chromosomes, can regulate diverse biological functions alone or synergistically. In this study, we developed clustered miR-23a/27a/26a-loaded skeletal muscle satellite cells-derived exosomes (Exos) engineered with RVG peptide, and investigated their therapeutic efficacy in a murine model of DN. Firstly, we showed that miR-23a-3p, miR-26a-5p and miR-27a-3p were markedly decreased in serum samples of DN patients using miRNA sequencing. Meanwhile, we confirmed that miR-23a-3p, miR-26a-5p and miR-27a-3p were primarily located in proximal renal tubules and highly negatively correlated with TIF in db/db mice at 20 weeks of age. We then engineered RVG-miR-23a/27a/26a cluster loaded Exos derived from muscle satellite cells, which not only enhanced the stability of miR-23a/27a/26a cluster, but also efficiently delivered more miR-23a/27a/26a cluster homing to the injured kidney. More importantly, administration of RVG-miR-23a/27a/26a-Exos (100 μg, i.v., once a week for 8 weeks) significantly ameliorated tubular injury and TIF in db/db mice at 20 weeks of age. We revealed that miR-23a/27a/26a-Exos enhanced antifibrotic effects by repressing miRNA cluster-targeting Lpp simultaneously, as well as miR-27a-3p-targeting Zbtb20 and miR-26a-5p-targeting Klhl42, respectively. Knockdown of Lpp by injection of AAV-Lpp-RNAi effectively ameliorated the progression of TIF in DN mice. Taken together, we established a novel kidney-targeting Exo-based delivery system by manipulating the miRNA-23a/27a/26a cluster to ameliorate TIF in DN, thus providing a promising therapeutic strategy for DN."
37616058,2023,The Journal of clinical investigation,Endogenous adenine mediates kidney injury in diabetic models and predicts diabetic kidney disease in patients.,10.1038/s41598-017-16627-4,PM_Q2,,"Diabetic kidney disease (DKD) can lead to end-stage kidney disease (ESKD) and mortality; however, few mechanistic biomarkers are available for high-risk patients, especially those without macroalbuminuria. Urine from participants with diabetes from the Chronic Renal Insufficiency Cohort (CRIC) study, the Singapore Study of Macro-angiopathy and Micro-vascular Reactivity in Type 2 Diabetes (SMART2D), and the American Indian Study determined whether urine adenine/creatinine ratio (UAdCR) could be a mechanistic biomarker for ESKD. ESKD and mortality were associated with the highest UAdCR tertile in the CRIC study and SMART2D. ESKD was associated with the highest UAdCR tertile in patients without macroalbuminuria in the CRIC study, SMART2D, and the American Indian study. Empagliflozin lowered UAdCR in nonmacroalbuminuric participants. Spatial metabolomics localized adenine to kidney pathology, and single-cell transcriptomics identified ribonucleoprotein biogenesis as a top pathway in proximal tubules of patients without macroalbuminuria, implicating mTOR. Adenine stimulated matrix in tubular cells via mTOR and stimulated mTOR in mouse kidneys. A specific inhibitor of adenine production was found to reduce kidney hypertrophy and kidney injury in diabetic mice. We propose that endogenous adenine may be a causative factor in DKD."
