gene_symbol,focused_pathways,GSE142025_advanced_vs_control_effect_size_log_expression,GSE142025_advanced_vs_control_p_value,GSE142025_advanced_vs_control_fdr_bh,GSE142025_early_vs_control_effect_size_log_expression,GSE142025_early_vs_control_p_value,GSE142025_early_vs_control_fdr_bh,GSE142025_advanced_vs_early_effect_size_log_expression,GSE142025_advanced_vs_early_p_value,GSE142025_advanced_vs_early_fdr_bh,GSE142025_ordinal_trend_stage_slope_log_expression,GSE142025_ordinal_trend_p_value,GSE142025_ordinal_trend_fdr_bh,GSE96804_DKD_vs_control_effect_size_log_expression,GSE96804_DKD_vs_control_p_value,GSE96804_DKD_vs_control_fdr_bh,GSE166239_T2DN_vs_control_effect_size_log_expression,GSE166239_T2DN_vs_control_p_value,GSE166239_T2DN_vs_control_fdr_bh,GSE166239_T2DN_vs_HTN_effect_size_log_expression,GSE166239_T2DN_vs_HTN_p_value,GSE166239_T2DN_vs_HTN_fdr_bh,GSE166239_n_albuminuria,GSE166239_n_eGFR,GSE166239_n_proteinuria,GSE166239_spearman_rho_albuminuria,GSE166239_spearman_rho_eGFR,GSE166239_spearman_rho_proteinuria,GSE166239_p_value_albuminuria,GSE166239_p_value_eGFR,GSE166239_p_value_proteinuria,GSE166239_fdr_bh_within_trait_albuminuria,GSE166239_fdr_bh_within_trait_eGFR,GSE166239_fdr_bh_within_trait_proteinuria,validation_direction_consistent,prioritization_status,interpretation_note
DCN,FIBROSIS,0.9945523809523866,1.2658705452148936e-08,3.390701769861761e-07,0.2239166666666676,0.0281596722779026,0.1096956809683068,0.770635714285719,1.4525484364488112e-07,5.042250461313116e-06,0.5183038461538482,3.4714270110374755e-08,1.1695986339344495e-06,-0.5339970731707346,2.065161060329487e-07,2.9924329291218875e-06,0.6951783333333328,0.0141718384571196,0.093583337093497,0.3463316666666651,0.2783926185062964,0.6476600266267404,0.0,6.0,6.0,,-0.08571428571428573,0.3714285714285715,,0.8717434402332361,0.46847813411078715,,0.9443887269193391,0.7427092370049064,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SELL,LEUKOCYTE_ADHESION,1.9189315873015875,1.445060203722268e-07,1.923351625140181e-06,-0.7483505555555556,0.0018011000192974,0.026610749468262,2.667282142857143,6.541540848567925e-10,2.089428787445044e-07,1.0908362820512834,1.2194335780866654e-05,7.672474248357074e-05,-1.088595402439026,3.767160622151075e-05,0.0002314843958501,0.7088531666666666,0.5405190323380633,0.6554700178227102,-1.133975,0.3276848496585293,0.6711319689778953,0.0,6.0,6.0,,0.08571428571428573,-0.3142857142857143,,0.8717434402332361,0.5440932944606414,,0.9443887269193391,0.8420491461890878,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CFP,COMPLEMENT_ACTIVATION,1.6016323809523785,1.4499204834753724e-07,1.9253464967200404e-06,0.1379666666666663,0.4927756073510124,0.6529428794812189,1.463665714285712,5.60263750105145e-06,7.683170006429933e-05,0.8518046153846162,1.9283771060046347e-06,1.851134291199868e-05,-0.1159280000000002,0.0655085677504725,0.1229964550467286,1.5279173333333336,0.0068182986187061,0.0695921664536997,0.4848733333333332,0.2623227526939746,0.6407616980373609,0.0,6.0,6.0,,-0.2,0.4285714285714286,,0.704,0.3965014577259474,,0.9443887269193391,0.6965566149239617,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F7,COAGULATION_CASCADE,-1.264169365079364,1.5391919856629644e-07,2.015658477055587e-06,0.0562511111111101,0.7350365652355391,0.8375419960505482,-1.320420476190474,2.0846307742060746e-06,3.697154234860728e-05,-0.6850335897435882,2.9731891319394754e-06,2.560817486421855e-05,0.0176730853658537,0.5510818131224354,0.6583700169553883,-1.1386613333333333,0.2046459366704759,0.3445899019722043,-0.4104948166666666,0.6818836249720834,0.85132387277349,0.0,6.0,6.0,,-0.3142857142857143,-0.08571428571428573,,0.5440932944606414,0.8717434402332361,,0.9443887269193391,0.9289069445108253,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL5,MACROPHAGE_RECRUITMENT,1.6818199999999992,1.612172943299747e-07,2.081289833562701e-06,-0.4005900000000002,0.2534117132906852,0.4303165796495546,2.0824099999999994,0.000139334259941,0.0008990539198523,0.9364100000000012,5.2949775896735335e-06,4.020486077037575e-05,-0.2338669756097591,0.271252089767447,0.3843785877991407,1.9489699999999992,7.089792957597373e-05,0.009854130500199,0.5995533333333327,0.0681108925053887,0.6286540708540912,0.0,6.0,6.0,,-0.48571428571428577,0.08571428571428573,,0.3287230320699709,0.8717434402332361,,0.9443887269193391,0.9289069445108253,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TIMP2,ECM_REMODELING,0.7123841269841265,1.0636069026066026e-06,8.876132786541648e-06,-0.0528944444444441,0.6025018389262754,0.7430782100897227,0.7652785714285706,2.184003071622625e-06,3.8293596713970994e-05,0.387660256410259,9.666537704718116e-06,6.366428416258006e-05,,,,1.2473616666666674,0.0041952716464676,0.0567599001496146,0.8707216666666673,0.0303786833115257,0.6286540708540912,0.0,6.0,6.0,,0.14285714285714288,0.6,,0.7871720116618075,0.20799999999999982,,0.9443887269193391,0.45066666666666627,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SERPING1,COMPLEMENT_ACTIVATION,0.8131063492063504,1.2603600127530035e-05,6.612727591468927e-05,-0.3649222222222228,0.0464393018622848,0.146873385644154,1.1780285714285732,1.7964456498179643e-05,0.0001831948106873,0.4658974358974386,0.0003011228772512,0.0010417141936398,-0.3391376829268324,0.0026631418491614,0.0085153527687563,0.6881333333333339,0.0060302393264757,0.0668480217872711,0.3334250000000001,0.2313035756319936,0.6328542005185633,0.0,6.0,6.0,,-0.2,0.2,,0.704,0.704,,0.9443887269193391,0.9244444444444444,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
JAM3,LEUKOCYTE_ADHESION,0.366449365079367,1.4682417340235491e-05,7.51080610768879e-05,0.0248988888888916,0.770951514608123,0.8614981490838188,0.3415504761904753,0.0019624423769176,0.0074111312884783,0.1954035897435914,1.7667776215625838e-05,0.0001024242235874,-0.0682447195121955,0.4385907962612427,0.5572054156724922,-0.2494216666666666,0.2954343116099969,0.4391714288690359,-0.4063550000000004,0.0957143452440882,0.6286540708540912,0.0,6.0,6.0,,-0.14285714285714288,-0.6571428571428573,,0.7871720116618075,0.15617492711370237,,0.9443887269193391,0.43197320265492145,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
MMP9,ECM_REMODELING,2.3506906349206336,2.318335785498781e-05,0.0001095899967048,-1.0522172222222226,0.0179673517907015,0.0851468464766917,3.402907857142856,2.7175438260863143e-08,1.591870465948179e-06,1.3466962820512831,6.981428317721469e-05,0.0003117512546346,-0.0060509756097553,0.9312158348272376,0.9516206274490504,1.5381895833333332,0.015778127119939,0.0980958397929977,-0.5455219999999998,0.436592125860572,0.723731557260845,0.0,6.0,6.0,,-0.6,-0.14285714285714288,,0.20799999999999982,0.7871720116618075,,0.9443887269193391,0.9289069445108253,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ENO1,HYPOXIA,0.3301619047619031,5.399763915239293e-05,0.0002210198745963,0.2542166666666663,0.0039531445695791,0.0392325737988799,0.0759452380952367,0.3124018129381034,0.4217930399487015,0.1582243589743615,0.0002195334147208,0.0007944908730304,-0.0304932560975572,0.7643312974104736,0.8320514652118315,0.618339999999999,0.0440295180242114,0.15311051736288,0.6189016666666669,0.0559124235644478,0.6286540708540912,0.0,6.0,6.0,,0.14285714285714288,0.6,,0.7871720116618075,0.20799999999999982,,0.9443887269193391,0.45066666666666627,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SMAD2,TGF_BETA_SIGNALING,0.1691650793650811,0.0001636974900619,0.0005695108264292,0.0190055555555552,0.6576794635824648,0.7841629146625407,0.1501595238095259,0.0053260009981111,0.0164332331029886,0.0896269230769253,0.0005143377901745,0.001631806914433,-0.026168853658536,0.6568774042319592,0.7478311861446891,0.0201050000000009,0.8376709515027789,0.8880589472578805,0.0988716666666658,0.4215323924914548,0.7160948094328334,0.0,6.0,6.0,,-0.3142857142857143,-0.2,,0.5440932944606414,0.704,,0.9443887269193391,0.9244444444444444,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ARNT,HYPOXIA,0.1605841269841263,0.0002589160780102,0.0008392671134596,0.0122055555555569,0.6498946318741634,0.7787948573466594,0.1483785714285694,0.0001811499569693,0.001102294747354,0.0855294871794892,0.0007170864971776,0.0021582934456127,-0.268229390243901,0.0001934424354836,0.0009215405324776,0.2176166666666672,0.096275215617655,0.2227365943907176,0.1006249999999999,0.4766170961424725,0.745552671240044,0.0,6.0,6.0,,0.4285714285714286,0.7714285714285715,,0.3965014577259474,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PDGFRB,FIBROSIS,0.6180746031746072,0.0005494659695598,0.0015838741410748,-0.0498111111111079,0.7523456930691712,0.8490447946937849,0.6678857142857151,0.0004489075785114,0.0022653682589021,0.3366410256410275,0.0004195023622616,0.0013753690308609,,,,0.6936983333333329,0.0037437886975586,0.0537037033019267,0.2987283333333321,0.1539754999085777,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CFI,COMPLEMENT_ACTIVATION,-0.4321015873015863,0.0009169193194812,0.0024675684677598,-0.7767277777777775,0.0027789174811524,0.033385524826423,0.3446261904761911,0.0909212694825574,0.1597572624303098,-0.1729217948717925,0.0359835591914707,0.0620788652195824,0.0927560975609758,0.7159963698800222,0.79511803445903,0.3599566666666662,0.0669419811705318,0.185582566867129,0.2788949999999994,0.1961074560405131,0.6286540708540912,0.0,6.0,6.0,,0.028571428571428574,0.7142857142857143,,0.9571545189504373,0.1107871720116617,,0.9571545189504373,0.3512763990613664,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PROS1,COAGULATION_CASCADE,-0.3407650793650791,0.0018165971890723,0.0044535011413653,-0.5013888888888864,0.0049827718200197,0.0435220285316071,0.1606238095238072,0.2718548675414498,0.3779048773533478,-0.1449205128205113,0.0315896101826879,0.0555582673253969,0.4684397926829291,8.473857638880407e-06,6.623019555419348e-05,-0.2907833333333327,0.1789026768484503,0.3165330268254887,-0.1056216666666669,0.6778786113629569,0.8494049347478799,0.0,6.0,6.0,,-0.8857142857142858,-0.7714285714285715,,0.01884548104956266,0.07239650145772594,,0.6124781341107864,0.27681015263248154,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL18,MACROPHAGE_RECRUITMENT,2.250272539682539,0.0020527967550558,0.0049478477545411,-0.5290572222222223,0.4900576430207737,0.651249843776176,2.779329761904761,0.0017285742471413,0.0066881538591826,1.2523819230769244,0.0002690423012596,0.0009461632956495,,,,,,,,,,,,,,,,,,,,,,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F10,COAGULATION_CASCADE,-0.3631498412698404,0.0023306300234995,0.0055237538887989,0.0187527777777773,0.9030759603013876,0.9439475774596232,-0.3819026190476178,0.0273846369221039,0.0616549025461887,-0.1969847435897421,0.0012442179212214,0.0034521873955027,0.1540844634146334,0.0002438597581522,0.0011195177328286,-0.2582633333333333,0.5026763729129915,0.6229584165344043,-0.6947800000000006,0.192791775714936,0.6286540708540912,0.0,6.0,6.0,,-0.2,0.028571428571428574,,0.704,0.9571545189504373,,0.9443887269193391,0.9571545189504373,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SELP,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,0.373211904761904,0.0025796157331664,0.0060324918997372,-0.4075516666666665,0.0003176993612684,0.0122507674860516,0.7807635714285706,4.062254624710906e-07,1.1202121414298283e-05,0.2323103846153866,0.0080990044720119,0.0172021253204674,-0.2999483536585368,0.1382605705602798,0.2255546949515303,0.3050266666666665,0.3320012087865528,0.4743479287863399,-0.1267283333333333,0.5409094865353679,0.7802568548390023,0.0,6.0,6.0,,0.4285714285714286,-0.14285714285714288,,0.3965014577259474,0.7871720116618075,,0.9443887269193391,0.9289069445108253,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
MMP3,ECM_REMODELING,-0.7220930158730132,0.0058477962557815,0.0122884533524635,-0.3724194444444437,0.3323254017105801,0.5094119527874614,-0.3496735714285695,0.3845802977988438,0.4949624190755399,-0.3601716666666651,0.0250533837475868,0.0452816128047528,0.382388792682927,0.000542729295264,0.0022059288283159,,,,,,,,,,,,,,,,,,,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PGK1,HYPOXIA,-0.1454507936507934,0.0073389280355638,0.014943704887411,-0.0164888888888885,0.7038286985640222,0.8158048000184595,-0.1289619047619048,0.0467687359913204,0.0945888877752894,-0.0770512820512792,0.0290224157685823,0.0516404856737651,,,,-0.1481916666666656,0.3410629824312433,0.4826299961863556,0.0717616666666671,0.6110905921909617,0.8175210097288618,0.0,6.0,6.0,,-0.08571428571428573,-0.4285714285714286,,0.8717434402332361,0.3965014577259474,,0.9443887269193391,0.6965566149239617,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TGFBR2,TGF_BETA_SIGNALING,0.2543428571428539,0.0138411474449149,0.0260524084287406,-0.1933166666666679,0.1032691862016486,0.243178624983271,0.4476595238095218,0.0010129249601472,0.0043578091112193,0.1518243589743609,0.0077052166635534,0.0164839066147707,-0.9572942682926832,3.743315915599336e-08,7.299143335770809e-07,0.3963583333333327,0.0250906278138076,0.1191475115139912,0.2791483333333326,0.1437601602619936,0.6286540708540912,0.0,6.0,6.0,,-0.2,0.2,,0.704,0.704,,0.9443887269193391,0.9244444444444444,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TEK,ENDOTHELIAL_ACTIVATION,-0.2606174603174622,0.0154904324275783,0.028697800582542,-0.0374555555555549,0.6765203253017982,0.7980125454562229,-0.2231619047619073,0.0079792418260581,0.022897012741676,-0.1374512820512801,0.0086732612396599,0.0182368379595496,0.3479689024390229,0.0376100076020062,0.0778388472824392,-0.3438483333333337,0.0784324023765202,0.2008909957237779,-0.1293083333333342,0.5119972424996717,0.7660614988440901,0.0,6.0,6.0,,-0.08571428571428573,-0.7714285714285715,,0.8717434402332361,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ANGPTL4,HYPOXIA,-0.5660819047619032,0.0170228013367359,0.0311239759420336,-0.1237216666666647,0.7813772538808607,0.8686687298985335,-0.4423602380952385,0.3529735656286502,0.4635897560343266,-0.2952962820512805,0.0589470732870127,0.0949819542658232,-0.4279552317073154,2.093152807076972e-05,0.0001416243593875,0.1324902499999993,0.8782826556939297,0.9183720911498664,0.6309991666666661,0.4599337124358187,0.7363320205183033,0.0,6.0,6.0,,-0.48571428571428577,-0.08571428571428573,,0.3287230320699709,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
LAMB1,ECM_REMODELING,0.2248412698412689,0.0175390958067276,0.0318948336593291,-0.1415277777777781,0.1118809089525843,0.2560534974070668,0.3663690476190471,0.0019303101734563,0.0073171232540261,0.1319551282051307,0.0316161136839034,0.0555991895845371,0.4894605365853657,0.0045288133676222,0.0132742295661847,0.48156,0.066585421079118,0.1851557022101032,0.4136266666666657,0.1427942675781597,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,0.8285714285714287,,0.5440932944606414,0.04156268221574334,,0.9443887269193391,0.27681015263248154,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
RAMP2,ENDOTHELIAL_ACTIVATION,0.2781401587301602,0.0185827080195379,0.033523010173199,0.2337444444444436,0.2098964315672781,0.3825497446882009,0.0443957142857165,0.7992761212277368,0.8528292095787507,0.1317874358974372,0.0442165435527615,0.0741320332958039,-0.576100000000002,7.342149288890839e-06,5.876577309462912e-05,0.2877550000000002,0.2075348319164198,0.3478970190597064,0.0906166666666674,0.6972435432511056,0.8595135099517935,0.0,6.0,6.0,,0.4285714285714286,0.2,,0.3965014577259474,0.704,,0.9443887269193391,0.9244444444444444,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ADAMTS4,ECM_REMODELING,-1.5953874603174576,0.0193946759637102,0.0347760322534104,-3.3427322222222218,0.0001518864357772,0.0083981016809312,1.7473447619047642,1.6035510598296386e-05,0.0001668916890433,-0.6019215384615371,0.0569420997061443,0.0921748562647836,-0.0090633536585356,0.7554490445625178,0.8249650914382074,2.06594675,0.0260782717616282,0.1215735983572889,-0.4974103333333333,0.5253794473552461,0.7731981211490979,0.0,6.0,6.0,,0.8857142857142858,0.7714285714285715,,0.01884548104956266,0.07239650145772594,,0.6124781341107864,0.27681015263248154,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL3,MACROPHAGE_RECRUITMENT,-1.0383774603174611,0.0207508358054064,0.0368615333034527,-1.6498372222222222,0.0020705058416684,0.0285515629394664,0.611459761904761,0.1192544390959387,0.1977752173521393,-0.4322157692307685,0.0518247092804379,0.0849141155947827,-0.0348762804878055,0.3819230214567184,0.500447041034035,,,,,,,,,,,,,,,,,,,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CFB,COMPLEMENT_ACTIVATION,-2.4519027142857155,0.0292274426302629,0.0497114474484444,-0.7406066666666673,0.5808097580636158,0.7264032369755521,-1.7112960476190482,0.2137813464082232,0.313109170740233,-1.263285564102563,0.0390414663861255,0.0666318550767576,0.4940271829268301,0.0030538821127815,0.0095686050019401,1.668681666666666,0.0075536509845401,0.0726070514670911,0.1961883333333323,0.6709896003508523,0.8462008962721663,0.0,6.0,6.0,,0.08571428571428573,0.5428571428571429,,0.8717434402332361,0.26570262390670557,,0.9443887269193391,0.5079608986451724,False,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SPP1,ECM_REMODELING;MACROPHAGE_RECRUITMENT,0.5852888888888881,0.0293209597431502,0.0498488227235134,-0.4920611111111128,0.0584622876960793,0.1685957200508544,1.077350000000001,0.0005601198509248,0.0027088486908081,0.3530064102564139,0.0311795501423176,0.054938290616842,0.1989892682926761,0.5458354377371158,0.6536158673683979,0.8224549999999988,0.0627922307803677,0.1798061996692186,0.6470700000000003,0.163809182971816,0.6286540708540912,0.0,6.0,6.0,,0.14285714285714288,0.6,,0.7871720116618075,0.20799999999999982,,0.9443887269193391,0.45066666666666627,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL10,MACROPHAGE_RECRUITMENT,0.55992142857143,0.0293440821839758,0.0498782633462515,-0.4343983333333314,0.476526411719897,0.6405502098555106,0.9943197619047616,0.1255751972375813,0.2059892823834017,0.3349114102564114,0.0291801526036374,0.0518889125725242,0.6525447560975639,0.1291647527836159,0.2138841104095691,0.0104268333333333,0.9933320159351964,0.9953288708126482,-0.8136609999999999,0.5722625862235895,0.7974602992251023,0.0,6.0,6.0,,-0.5797710356524485,-0.9276336570439174,,0.2277839567150159,0.007665844187473182,,0.9443887269193391,0.2491399360928784,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL2,MACROPHAGE_RECRUITMENT,0.7872736507936509,0.055406506053673,0.086889658986973,-1.0428177777777758,0.0271269387822285,0.1073272367246221,1.8300914285714267,0.000160478113609,0.0010009057808146,0.5041333333333358,0.0146709017676494,0.0286011010975176,1.4915324146341504,0.0001286229343906,0.0006548102977677,1.4849083333333328,0.0001011208268264,0.0120686471035884,0.3220483333333312,0.414409283944632,0.7124403448090635,0.0,6.0,6.0,,0.48571428571428577,0.6,,0.3287230320699709,0.20799999999999982,,0.9443887269193391,0.45066666666666627,True,primary_association_requires_directional_validation,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL2,MACROPHAGE_RECRUITMENT,-1.1681768253968263,0.0442280473406836,0.0713386405195687,-2.8968527777777773,0.0002086024699158,0.0099735966877738,1.728675952380951,0.0005403749777455,0.0026333701765745,-0.4061834615384605,0.1193755054631642,0.1737740859347299,-0.2956444999999998,0.060500690521812,0.1151809712072103,1.0314664999999998,0.418820825771329,0.5516725930858905,-0.5383055000000002,0.6210224333742584,0.821632205322918,0.0,6.0,6.0,,-0.48571428571428577,-0.2,,0.3287230320699709,0.704,,0.9443887269193391,0.9244444444444444,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
FGG,COAGULATION_CASCADE,1.6069989523809525,0.0610693275819347,0.0946814270360357,-0.5542683333333338,0.5933714312133753,0.735953609249273,2.161267285714286,0.0652857889793988,0.1232913653825129,0.9079431538461546,0.0753837173062894,0.117521177143347,0.0671496951219499,0.3773887039040187,0.4958268525560524,,,,,,,,,,,,,,,,,,,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TGFB2,TGF_BETA_SIGNALING,0.2833420634920625,0.0638552321409403,0.0983793108471063,-0.5805955555555551,0.0011930917502919,0.021872603509462,0.8639376190476176,8.445491926359225e-06,0.0001032140026818,0.1972300000000023,0.0456074958769494,0.0761365589870419,1.072108146341466,1.1881588622955014e-07,1.8899413014248909e-06,1.1465616666666665,0.0045859350183219,0.0597204420629229,0.7136616666666664,0.0396282509345055,0.6286540708540912,0.0,6.0,6.0,,0.6,0.942857142857143,,0.20799999999999982,0.004804664723032055,,0.9443887269193391,0.20820213799805573,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SMAD4,TGF_BETA_SIGNALING,0.050995238095238,0.063884861965826,0.0984161361985644,0.0041166666666665,0.9094150624506792,0.9485285820167724,0.0468785714285715,0.2352320878400484,0.336888895262173,0.0271423076923096,0.0999621318803645,0.1494908017493737,-0.043305219512197,0.382947946803588,0.5013890853869558,-0.1071300000000015,0.459804648374035,0.5870249111830064,-0.0652850000000002,0.6827203705693538,0.8517880563562042,0.0,6.0,6.0,,0.08571428571428573,-0.08571428571428573,,0.8717434402332361,0.8717434402332361,,0.9443887269193391,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TFPI,COAGULATION_CASCADE,-0.4691174603174612,0.0719282039809309,0.1090473203638906,-0.7420222222222232,0.0186588436503111,0.0869817988180403,0.272904761904762,0.1679497693337093,0.2590324824038351,-0.1955230769230759,0.0397866111579671,0.06774210657227,-0.1347704878048805,0.1685396696559789,0.2643321861009975,0.1916899999999994,0.0638148908616466,0.1814049650747497,0.2501833333333323,0.0068950777781585,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,0.08571428571428573,,0.5440932944606414,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PROC,COAGULATION_CASCADE,-0.3360730158730138,0.0840586404455334,0.1248275532603579,0.4039388888888897,0.0594002965635888,0.16993033472361,-0.7400119047619036,0.0020588683432778,0.0076923902393197,-0.2120346153846128,0.0674140380580769,0.106651115718799,-0.3682662073170748,0.000921995371719,0.0034476133762463,-0.3490416666666665,0.4584593484984111,0.5860479202816177,0.1349316666666666,0.8320927041115443,0.9261492290700218,0.0,6.0,6.0,,-0.3714285714285715,0.08571428571428573,,0.46847813411078715,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SMAD7,TGF_BETA_SIGNALING,-0.1676111111111087,0.1315371863949945,0.1837563799857878,-0.1081777777777759,0.3595180850230686,0.5348570783507695,-0.0594333333333327,0.4865271064694105,0.591021228028553,-0.081930769230768,0.0721085149766009,0.1129480959747433,0.0153412926829261,0.7806050374004033,0.8434517193514661,0.3232850000000002,0.2108861989517587,0.3513482254023423,0.391351666666667,0.147581094531357,0.6286540708540912,0.0,6.0,6.0,,0.7714285714285715,0.8857142857142858,,0.07239650145772594,0.01884548104956266,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TGFB3,TGF_BETA_SIGNALING,0.2715834920634936,0.1383405514439071,0.1919962600323606,-0.4269755555555576,0.0279030810608197,0.10924097559081,0.6985590476190513,3.2303714024552644e-06,5.121555542852936e-05,0.1790815384615401,0.034721824034546,0.0601982748850372,0.6330378048780494,1.108698996699771e-08,2.636978192045439e-07,0.3725000000000005,0.0699861045021675,0.1893950439943092,-0.0864399999999996,0.6175309034484064,0.8206683101357649,0.0,6.0,6.0,,-0.3142857142857143,-0.5428571428571429,,0.5440932944606414,0.26570262390670557,,0.9443887269193391,0.5079608986451724,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
THBD,COAGULATION_CASCADE,-0.3471914285714277,0.1445715412655472,0.199355813623778,-0.8449216666666679,0.0050129353000245,0.0436359003345096,0.4977302380952402,0.0213745651784438,0.0503812281839781,-0.1219552564102545,0.257485720023119,0.3345211800360845,0.6595641219512185,3.8737829699290596e-08,7.482587275561519e-07,0.8891766666666663,0.0059404862688418,0.066669044267165,0.1574749999999998,0.5394274954156781,0.779572077670776,0.0,6.0,6.0,,0.14285714285714288,0.8285714285714287,,0.7871720116618075,0.04156268221574334,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
